authorMeta.avatar,authorMeta.name,text,diggCount,shareCount,playCount,commentCount,collectCount,videoMeta.duration,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,createTimeISO,webVideoUrl
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bd96b97a1eaa490d13a6c154a0b1d7d0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=5635af96&x-expires=1768132800&x-signature=rH2tb4NXopAM2wqZYDWXgeG9qtQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,kuncupjr,era turnamen semua disikat juara #mobilelegends #mobilelegendsbangbang #fyp ,54,0,922,16,1.0,0,original sound - ND,ND,True,2025-12-02T08:14:23.000Z,https://www.tiktok.com/@kuncupjr/video/7579170971408551176
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bd96b97a1eaa490d13a6c154a0b1d7d0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=5635af96&x-expires=1768132800&x-signature=rH2tb4NXopAM2wqZYDWXgeG9qtQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,kuncupjr,Kuncup izin tampil keren #mx69 #boa #brutalofanarchy #imeroleplay #fyp ,300,44,14700,45,13.0,73,suara asli - kuncupjr,kuncupjr,True,2025-12-05T11:14:11.000Z,https://www.tiktok.com/@kuncupjr/video/7580330573168708882
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bd96b97a1eaa490d13a6c154a0b1d7d0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=5635af96&x-expires=1768132800&x-signature=rH2tb4NXopAM2wqZYDWXgeG9qtQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,kuncupjr,izin ketua @fzhrazhr @yil @acing #imeroleplay #mx69 #fivem #fyp ,22,3,556,7,0.0,28,suara asli - Andhika D.,NotFound,True,2025-12-08T08:01:49.000Z,https://www.tiktok.com/@kuncupjr/video/7581394240769510674
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bd96b97a1eaa490d13a6c154a0b1d7d0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=5635af96&x-expires=1768132800&x-signature=rH2tb4NXopAM2wqZYDWXgeG9qtQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,kuncupjr,"Bukan MX69 vs B2F ini, MX69 vs MX69 diakhirnya malah #imeroleplay #mx69 #b2f #fyp ",31,0,842,0,0.0,25,suara asli - 🔥💦 JIBRIL JOB 🖕,가브리엘,True,2025-12-10T11:33:53.000Z,https://www.tiktok.com/@kuncupjr/video/7582191079101877522
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bd96b97a1eaa490d13a6c154a0b1d7d0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=5635af96&x-expires=1768132800&x-signature=rH2tb4NXopAM2wqZYDWXgeG9qtQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,kuncupjr,Bolonko odo lomooo... #mx69 #gho #ghogang #imerp #fyp ,23,0,496,3,0.0,37,suara asli - kuncupjr,kuncupjr,True,2025-12-12T10:51:26.000Z,https://www.tiktok.com/@kuncupjr/video/7582922301591538962
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bd96b97a1eaa490d13a6c154a0b1d7d0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=5635af96&x-expires=1768132800&x-signature=rH2tb4NXopAM2wqZYDWXgeG9qtQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,kuncupjr,Bergoyang di GTA Mabar Bersuara.3gp #mx69 #imeroleplay #fyp #windahbasudara @Rengga @Priscilla @ic.virei.vlc ,29,4,443,0,1.0,18,suara asli - kuncupjr,kuncupjr,True,2025-12-28T23:58:49.000Z,https://www.tiktok.com/@kuncupjr/video/7589062544904424712
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,,68,1,949,0,11.0,0,Surah Maryam (Be Heaven),Omar Hisham,False,2025-05-13T06:08:21.000Z,https://www.tiktok.com/@aaliyazahrah/video/7503808203071720709
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,"baarakallahu fiikunnaa. next kajian lagi dimana yaa?😆 allahumma baarik.

#kajian #hijrah ",531,37,9056,31,177.0,0,original sound - Jaselle,Jaselle,True,2025-05-13T07:20:35.000Z,https://www.tiktok.com/@aaliyazahrah/video/7503826788016213254
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,#reminder ,48,1,945,1,9.0,0,original sound,mufazilmohamed,True,2025-05-18T10:50:52.000Z,https://www.tiktok.com/@aaliyazahrah/video/7505736437870890246
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,"bismillah, ada program baru nih ukhti fillah! kapan lagi olahraga mendapatkan pahala karena menjalankan sunnah? vol. 1 ini ada memanahnya juga pula??? maasyaAllah best price!! 
(bakal war jadi jangan lupa follow instagram khadijawellnesscentre.id yah! karena adminnya ga buka slot banyak, dari kemarin udh ada yang nge tag slot padahal ga bisa😭🙏🏻)

yassarallah. baarakallahu fiikum. kita hidupkan sunnah sama-sama, ya💗

#berkuda #hijrah #sunnah",3000,522,44700,207,1125.0,0,original sound - sahabatkhb,sahabatkhb,True,2025-06-16T23:40:16.000Z,https://www.tiktok.com/@aaliyazahrah/video/7516696179950767365
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,#self #reminderislamic #remind #selfreminder #tiktok #myself #islamic #islam #sunnah #fyp #xybca #hijrah ,60,1,791,0,4.0,0,She was the color halal version,no music sounds 🇰🇭,True,2025-07-04T04:34:20.000Z,https://www.tiktok.com/@aaliyazahrah/video/7523080404945915192
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,#hijrah #pov ,365,4,3050,10,48.0,0,original sound,art_by_enbesat123,True,2025-07-10T06:14:09.000Z,https://www.tiktok.com/@aaliyazahrah/video/7525332626530389304
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,documenting every details to be the greatest memories💗,73,2,1107,0,4.0,13,Sounds of the Natural forest in the Morning,Saymon Cleiton & Sons da Natureza,False,2025-07-11T11:15:01.000Z,https://www.tiktok.com/@aaliyazahrah/video/7525781258031385862
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,Allahumma baarik🤎,119,4,1944,4,24.0,16,Sounds of the Natural forest in the Morning,Saymon Cleiton & Sons da Natureza,False,2025-07-12T06:51:59.000Z,https://www.tiktok.com/@aaliyazahrah/video/7526084538649398584
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,#kajian #hijrah ,412,81,7100,15,142.0,0,original sound - sahabatkhb,sahabatkhb,True,2025-07-15T08:26:55.000Z,https://www.tiktok.com/@aaliyazahrah/video/7527222279529336120
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,#labuanbajo #volunteer ,50,0,788,0,6.0,0,original sound,rentmydress,True,2025-07-25T09:05:11.000Z,https://www.tiktok.com/@aaliyazahrah/video/7530942996359974149
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,"bismillah…kwc ada aja gebrakannya!🥹🥹 sekalian tadabbur alam, sholat terjaga karena dengan komunitas muslimah (bahkan sholat berjamaah di puncak…maasyaAllah!)

yuk ga siihh? info lengkapnya ada di ignya kwc (@Khadija Wellness Centre / khadijawellnesscentre.id for instagram)

sampai ketemu!!! #trekking #papandayan #hijrah ",137,14,3497,10,36.0,0,original sound - sahabatkhb,sahabatkhb,True,2025-08-06T10:23:59.000Z,https://www.tiktok.com/@aaliyazahrah/video/7535416327784353030
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,#modest #hijab #syari #outfitideas #inspo ,50,0,849,2,6.0,0,original sound,بِنّتِ حَوَاّ 🦋,True,2025-08-21T08:43:44.000Z,https://www.tiktok.com/@aaliyazahrah/video/7540956755539332357
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,,32,1,559,0,0.0,0,sonido original,donate directly,True,2025-08-21T11:04:49.000Z,https://www.tiktok.com/@aaliyazahrah/video/7540993134881230085
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,,60,5,1515,0,10.0,9,original sound,Isolated Vocals,True,2025-08-25T04:24:03.000Z,https://www.tiktok.com/@aaliyazahrah/video/7542374160903736582
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,,52,0,629,2,3.0,0,original sound,ONLY VOCALS 🗣,True,2025-08-25T08:40:40.000Z,https://www.tiktok.com/@aaliyazahrah/video/7542440294977948984
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,"allahul musta’an, allahumma baariklanaa. dapet kesempatan luaar biasa untuk menjemput pahala dengan amanah ilmu yang Allah ﷻ berikan sungguhhh nikmat Allah ﷻ yang tak terhingga. bisa menyalurkannya dan menyambung tali silaturahmi yang tiada batasnya, rencana Allah ﷻ memang luaar biasa baiknya.

yuk yuk tenaga medis dan tenaga kesehatan, yang ingin menjemput kebaikan💗

#health #medicalstudent #medstudent #medicine ",51,0,1081,0,1.0,9,original sound,Islaمic Wri_8s,True,2025-09-09T11:28:00.000Z,https://www.tiktok.com/@aaliyazahrah/video/7548049711958150406
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,"trying new concept, i guess🤫

tried my new @Aaleeyah Sisters modest formal look with syar’i this day🩷 (psst, it can be ship worldwide🥹)

#ootdhijab #outfithijab #outfitoftheday #dailyoutfits #modestfashion #fashionhijab #hijabsyari #outfitinspo #outfitideas
#fyp #creatorsearchinsights #dayinmylife #Vlog #officevlog #dailyvlog #diml #ditl #productivity #minivlog #medicaldoctor #medicine ",834,24,11000,13,89.0,55,Mountains of friendship,FFL,True,2025-09-11T12:52:27.000Z,https://www.tiktok.com/@aaliyazahrah/video/7548813647074626821
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,"Replying to @💤  it’s from Aaleeyah Official! Vivian French Square in Maple and Vivian Set in Natural yaa💗 

#unboxing #ootdhijab #outfithijab #dailyoutfits #outfitsyari #syari #modest #fashion #inspo #fyp ",43,1,1395,4,7.0,17,Sounds of the Natural forest in the Morning,Saymon Cleiton & Sons da Natureza,False,2025-09-13T12:37:31.000Z,https://www.tiktok.com/@aaliyazahrah/video/7549551979056352517
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,"to be surrounded by kind people…allahumma baarik…💭🤍

#hijrah #pov #fyp ",88,0,1133,8,6.0,22,Glisten by the Wind,nick leng,True,2025-09-14T14:13:48.000Z,https://www.tiktok.com/@aaliyazahrah/video/7549947869676113157
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,"workshop dekorasi kue collab sama waktu luang di 21 september yang dilaksanakan oleh @Khadija Wellness Centre ? gas banget ga siih🥹🥹

siapa yang mau berangkat bareeng?😆
#cakedecorating #workshop #muslimah #jakartaselatan ",38,2,1049,2,9.0,0,original sound - sahabatkhb,sahabatkhb,True,2025-09-16T03:09:48.000Z,https://www.tiktok.com/@aaliyazahrah/video/7550518907547831557
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,💗💗💗,78,0,1234,5,5.0,43,Shukran Laka Rabbi,Ahmed Bukhatir,False,2025-09-30T01:10:07.000Z,https://www.tiktok.com/@aaliyazahrah/video/7555683264590040332
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,,86,0,1051,4,5.0,0,Little Things,Adrián Berenguer,False,2025-10-03T12:11:21.000Z,https://www.tiktok.com/@aaliyazahrah/video/7556966922810707256
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,"ga pernah terbayangkan kwc akan menjajakan kaki untuk buat booth di suatu event exhibition. such an honor to us, dengan kami yang punya sedikit SDM, tapi maasyaAllah, Allah ﷻ mampukan…

pegang prinsip hasbunallahu wani’mal wakiil dan rezeki sudah Allah ﷻ atur, benar adanya. pegangan erat terus di 2 kalimat ini selama 7 hari nonstop ga pernah lepas walaupun chaos, banyak yang harus diubah, ada miskomunikasi internal, tapi Allah ﷻ Maha Baik! Maha Bijaksana! Allah ﷻ tauuuu yang terbaik…allahumma baarik…🥹

feel free to collaborate with us!😋",379,6,2925,4,211.0,0,Shukran Laka Rabbi,Ahmed Bukhatir,False,2025-10-30T07:47:07.000Z,https://www.tiktok.com/@aaliyazahrah/video/7566918151867288850
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,,68,0,917,2,12.0,0,original sound,lily ★ ˚｡⋆,True,2025-10-31T03:08:40.000Z,https://www.tiktok.com/@aaliyazahrah/video/7567217467727039751
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,"biidznillah…yuk bareeng aku dari jaktim!!!

#pov #hijrah #kajian #kajianmuslimah #kajianjakarta ",226,21,4550,8,87.0,0,original sound,no music sounds 🇰🇭,True,2025-11-16T08:03:23.000Z,https://www.tiktok.com/@aaliyazahrah/video/7573230783842848018
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106e8a70aae2c997ef6918f6d24115bc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98b47d2a&x-expires=1768132800&x-signature=HKOdAgYxxLo0W9Dno5xs3OD6JaA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,aaliyazahrah,"learning the foundations of Islaam…laa ilaha illallaah…🤍 siapa yang kesini juga kemariin? ikut lagi yuk tahun depaan level 2🥹 nagih pisan maasyaAllah hiburan di duniaa❤️‍🩹

#pov ",497,15,5471,8,156.0,0,original sound,islamic_m1288,True,2025-11-25T03:35:29.000Z,https://www.tiktok.com/@aaliyazahrah/video/7576501496418716936
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fbe804275507b24a5275c6624c049169~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=6ab45e60&x-expires=1768132800&x-signature=P6JojyGtuk1EEVZelzErZFxOhJ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,weebsuli,"Replying to @꧁༒☬FEBRA☬༒꧂  sesama skill issue, nyimak #hutaogenshinimpact #hutao #genshinimpactindonesia ",1697,27,44400,106,91.0,59,original sound - Suli,Suli,True,2023-10-09T04:58:43.000Z,https://www.tiktok.com/@weebsuli/video/7287818704115600646
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fbe804275507b24a5275c6624c049169~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=6ab45e60&x-expires=1768132800&x-signature=P6JojyGtuk1EEVZelzErZFxOhJ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,weebsuli,Replying to @irsanbahtiar253 masih hype sama furina? #genshinimpactindonesia #furinagenshinimpact ,307,7,5966,40,16.0,226,original sound - Suli,Suli,True,2023-10-15T11:15:40.000Z,https://www.tiktok.com/@weebsuli/video/7290142356551109893
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fbe804275507b24a5275c6624c049169~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=6ab45e60&x-expires=1768132800&x-signature=P6JojyGtuk1EEVZelzErZFxOhJ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,weebsuli,Replying to @irsanbahtiar253 panik ga? aku sih tidak #genshinimpactindonesia #furinagenshinimpact ,2170,102,41300,178,155.0,186,original sound - Suli,Suli,True,2023-10-19T07:35:35.000Z,https://www.tiktok.com/@weebsuli/video/7291569982511516933
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fbe804275507b24a5275c6624c049169~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=6ab45e60&x-expires=1768132800&x-signature=P6JojyGtuk1EEVZelzErZFxOhJ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,weebsuli,sejauh ini archon quest terbaik buat gua #genshinimpactindonesia #furinagenshinimpact ,586,6,9477,75,40.0,244,original sound - Suli,Suli,True,2023-11-13T08:01:52.000Z,https://www.tiktok.com/@weebsuli/video/7300853880311663878
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fbe804275507b24a5275c6624c049169~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=6ab45e60&x-expires=1768132800&x-signature=P6JojyGtuk1EEVZelzErZFxOhJ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,weebsuli,emang boleh dehya bareng furina? #genshinimpactindonesia #furinagenshinimpact,2380,8,40800,22,102.0,52,original sound - Suli,Suli,True,2023-11-28T08:18:39.000Z,https://www.tiktok.com/@weebsuli/video/7306424452349267202
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fbe804275507b24a5275c6624c049169~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=6ab45e60&x-expires=1768132800&x-signature=P6JojyGtuk1EEVZelzErZFxOhJ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,weebsuli,all in untuk our queen lady furina #genshinimpactindonesia #furinagenshinimpact,287,1,6473,11,3.0,60,original sound - Suli,Suli,True,2023-11-30T06:00:16.000Z,https://www.tiktok.com/@weebsuli/video/7307130973445967111
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fbe804275507b24a5275c6624c049169~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=6ab45e60&x-expires=1768132800&x-signature=P6JojyGtuk1EEVZelzErZFxOhJ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,weebsuli,alasan kalian perlu peduli crit rate #genshinimpactindonesia #genshinimpact,4607,47,74600,86,502.0,59,original sound - Suli,Suli,True,2023-12-03T08:31:32.000Z,https://www.tiktok.com/@weebsuli/video/7308283183198457096
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fbe804275507b24a5275c6624c049169~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=6ab45e60&x-expires=1768132800&x-signature=P6JojyGtuk1EEVZelzErZFxOhJ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,weebsuli,mood lagu ini tiap patch #genshinimpact #furina,7172,210,49400,128,920.0,31,original sound - Suli,Suli,True,2023-12-04T04:38:50.000Z,https://www.tiktok.com/@weebsuli/video/7308594342967463173
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fbe804275507b24a5275c6624c049169~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=6ab45e60&x-expires=1768132800&x-signature=P6JojyGtuk1EEVZelzErZFxOhJ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,weebsuli,jadi gua nemu glitch uang lewat genshin #genshinimpactindonesia,672,3,14800,19,33.0,61,original sound - Suli,Suli,True,2023-12-13T06:50:52.000Z,https://www.tiktok.com/@weebsuli/video/7311968120426466562
